"Field Name","Definition","Data Type","Date Available","Max Field Size"
"attr_cell_frequency_channel","The Absolute Radio Frequency Channel Number (ARFCN) is a unique number given to each radio channel in GSM. The ARFCN can be used to calculate the exact frequency of the radio channel. Within the GSM900 band ARFCN 1 to 124 are used. In the GSM1800 band ARFCN 512 to 885 are used. The UTRA Absolute Radio Frequency Channel Number (UARFCN) is a unique number given to each radio channel within the frequency bands used by the UMTS UTRA. The UARFCN can be used to calculate the carrier frequency. The E-UTRA Absolute Radio Frequency Channel Number (EARFCN). In LTE, the carrier frequency in the uplink and downlink is designated by EARFCN, which ranges between 0-65535. EARFCN uniquely identifies the LTE band and carrier frequency. EARFCN is independent of channel bandwidth.","integer","2025-12-30","32"
"attr_cell_frequency_channel_type","The type of cell frequency channel, such as ARFCN, UARFCN, EARFCN.","text","2025-12-30","6"
"attr_cell_lac","GSM, WCDMA. A 16-bit integer representing a cell's location within a given operator's system. The field will only show data when there is a Mobile Wifi Connection.","integer","2026-02-18","5"
"attr_cell_nr_pci","New Radio Physical Cell Identity. An integer to identify the physical nr cell the user is connected to. The value is unique to the physical cell antennae rather than a specific cell tower. Valid values are 0 to 1007. The field will only show data when there is a Mobile Wifi Connection.","integer","2026-02-18","5"
"attr_device_brand_raw","The device brand as reported by the device. This field will only show the brand of mobile devices and thus only available for Mobile Wifi connections","text","2026-02-18","255"
"val_asu_level","ASU Level - Arbitrary Strength UnitTypically it is a value between 0 and 97 with with 99 indicating unknownmobile signal strength measured by the android phone forcellular network type—typically GSM/UMTS/LTE.","integer","2026-03-31","2"
"val_nr_asu_level","NR ASU Level = Arbitrary Strength UnitTypically it is a value between 0 and 97 with with 99 indicating unknownmobile signal strength measured by the android phone fornetwork type - NR 5G)","integer","2026-03-31","2"
"is_app_permission_phone_state","TRUE if the user granted the app phone state permissions.","boolean","2026-03-31","5"
"is_app_permission_fine_location","TRUE if the user granted the app fine location permissions.","boolean","2026-03-31","5"
"is_app_permission_coarse_location","TRUE if the user granted the app coarse location permissions.","boolean","2026-03-31","5"
"is_app_permission_background_location","TRUE if the user granted the app background location permission.","boolean","2026-03-31","5"
"is_app_permission_wifi_state","TRUE if the app has WiFi State permission. This enables access to information about Wi-Fi networks","boolean","2026-03-31","5"
