"Field Name in Extract","Definition","Data Type","Date Available","Max Field Size"
"km_between","distance (in kilometers) between user at the start of the test and location of server.","number","2020-10-01","9"
"client_country","The country where the device is located.","text","2020-10-01","255"
"client_country_code","The two letter country code (ISO 3166-1 alpha-2) of where the device was located.","text","2020-10-01","2"
"client_region_name","The region within a country where the test was conducted. How each country is divided into regions varies country to country, but this is typically the top level region as described in ISO-3166-2. If this field is labeled unknown and the field location type equals 2, we were unable to confidently assign a region to the record and the location is only accurate to the country level.","text","2020-10-01","255"
"client_region_code","The ISO-3166-2 region code of where the test was conducted.","text","2020-10-01","3"
"client_city","The city where the test was conducted. If this field is labeled unknown and the location type field equals 2, we were unable to confidently assign a city to the record and is only accurate to the region level.","text","2020-10-01","255"
"client_latitude_start","The starting latitude of the device conducting the test. If location type equals 2, this value is approximate.","number","2020-10-01","10"
"client_longitude_start","The starting longitude of the device conducting the test. If location type equals 2, this value is approximate.","number","2020-10-01","10"
"client_latitude_end","The ending latitude of the device conducting the test. If location type equals 2, this value is approximate.","number","2020-10-01","10"
"client_longitude_end","The ending longitude of the device conducting the test. If location type equals 2, this value is approximate.","number","2020-10-01","10"
"altitude","User's altitude at time of test, relative to sea level.","number","2020-10-01","6"
"location_type_start","The method used to determine the device's location at the start of the test. Whenever possible, the speedtest.net mobile application uses the device's location services to determine an accurate latitude and longitude of the device. However, in an effort to maintain a quick and easy user experience, if the device's location services are either unavailable or unable to return an accurate location within a few seconds, we fall back to using third party Geo-IP location services. 0 = Unknown, 1 = GPS / device location services, 2 = Geo-IP.","text","2020-10-01","3"
"location_type_end","The method used to determine the device's location at the end of the test. Whenever possible, the speedtest.net mobile application uses the device's location services to determine an accurate latitude and longitude of the device. However, in an effort to maintain a quick and easy user experience, if the device's location services are either unavailable or unable to return an accurate location within a few seconds, we fall back to using third party Geo-IP location services. 1 = GPS / device location services, 2 = Geo-IP.","text","2020-10-01","3"
"location_accuracy","the radius of uncertainty for the location, measured in meters. A negative value indicates that the latitude and longitude are invalid.","number","2020-10-01","9"
"timezone_name","Name of user's timezone at location of test.","text","2020-10-01","50"
"timezone_offset_seconds","User's timezone offset relative to GMT, in seconds.","text","2020-10-01","9"
"gmaps_country","Country where test is taken.","text","2020-10-01","100"
"gmaps_country_code","Country code where test is taken.","text","2020-10-01","2"
"gmaps_region","Region name where test is taken. This is the first-order civil entity in a country level. Depending on the country, these are states, provinces, or territories, etc.","text","2020-10-01","100"
"gmaps_subregion","Region name where test is taken. This is the second-order civil entity in a country level. Depending on the country, these are county-level names. Not all countries display this information.","text","2020-10-01","100"
"gmaps_subsubregion","Region name where test is taken. This is the third-order civil entity in a country level. Depending on the country, these are the level under counties. Not all countries display this information.","text","2020-10-01","250"
"gmaps_name","Unabbreviated location name; typically the city where the test is taken.","text","2020-10-01","100"
"gmaps_type","Type of locality where test is taken. This is typically an incorporated city or town political entity.","text","2020-10-01","100"
"gmaps_postal_code","Postal code for the test location. The postal code is that same as what is used to address mail within the country.","text","2020-10-01","100"
"gmaps_formatted_address","Full location name including city, county, region, and country, if available.","text","2020-10-01","100"
"pre_connection_type","A number representing the device's connection type as detected at the start of the test.  0 = Unknown, 1 = Cell, 2 = Wi-Fi, 3 = GPRS, 4 = EDGE, 5 = WCDMA, 6 = HSDPA, 7 = HSUPA, 8 = CDMA1x, 9 = CDMAEVDORev0, 10 = CDMAEVDORevB, 11 = eHRPD, 12 = LTE, 13 = Ethernet, 14 = Bluetooth, 15 = HRPD, 16 = CDMAEVDORevA  ""Standard"" extracts recipients receive everything but wifi data (#2). ""Advanced"" extracts recipients receive all fields.","text","2020-10-01","4"
"post_connection_type","A number representing the device's connection type as detected at the test's completion.  0 = Unknown, 1 = Cell, 2 = Wi-Fi, 3 = GPRS, 4 = EDGE, 5 = WCDMA, 6 = HSDPA, 7 = HSUPA, 8 = CDMA1x, 9 = CDMAEVDORev0, 10 = CDMAEVDORevB, 11 = eHRPD, 12 = LTE, , 13 = Ethernet, 14 = Bluetooth, 15 = HRPD, 16 = CDMAEVDORevA  ""Standard"" extracts recipients receive everything but wifi data (#2). ""Advanced"" extracts recipients receive all fields.","number","2020-10-01","4"
"iphone_device_id","Each individual device is assigned a unique ID, which is tied to all the tests taken on the device.","number","2020-10-01","11"
"model","The common name of the device model. Ex. iPhone 7, iPhone 6 Plus, iPad Mini","text","2020-10-01","255"
"version","The iOS version number on the device.","text","2020-10-01","255"
"ookla_device_name","Mobile device common name as determined by Ookla based on our research on how the device is marketed","text","2020-10-01","100"
"chipset_manufacturer","Ookla-maintained device chipset manufacturer name.","text","2020-10-01","255"
"chipset_name","Ookla-maintained device chipset name.","text","2020-10-01","255"
"device_storage","maximum capacity in megabytes of UE file system","number","2020-10-01","19"
"sdk_version","Version of the Speedtest SDK used for the test","text","2020-10-01","30"
"licensee_app_name","Name of the licensee's application that the SDK is in","number","2020-10-01","11"
"licensee_app_version","Version of the licensee's application that the SDK is in","text","2020-10-01","50"
"iso_country_code","The two letter country code (ISO 3166-1 alpha-2) of the country where the device was originally registered.","number","2020-10-01","255"
"mcc","Mobile Country Code (MCC) is a three digit code specific to the country where the network operator is located. A list of code and countries can be found here.","text","2020-10-01","3"
"mnc","The mobile network code (MNC) for the current network operator. A two to three digit identifier specific to a network operator within a given country. When combined with the Mobile Country Code, each mobile network can be uniquely identified. A fairly comprehensive list of MNCs can be found here, but each country regulates their MNCs individually, so codes may appear or change without any notice.","text","2020-10-01","3"
"network_operator_name","Home carrier name associated with IP Address. This does not change when the device is roaming.","text","2020-10-01","255"
"ookla_carrier_name","Mobile operator name as determined by Ookla based on our research on how the operator is marketed","text","2020-10-01","150"
"isp_name","The name of the device's ISP, derived from the IP address in the client_ip_address field.","text","2020-10-01","255"
"isp_common_name","Common (marketing) name of the ISP","text","2020-10-01","255"
"is_isp","A best effort determination if the organization associated with the IP address is an internet service provider or some other kind of organization, such as a government, university, or large corporation. 1 = ISP, 0 = Not ISP.","number","2020-10-01","1"
"net_speed_id","User ISP/connection type (estimated). 0 = Unknown, 1 = Dialup, 2 = Cable/DSL, 3 = Corporate and 4=Cellular. Results with a net_speed_id of 4 are excluded from all Fixed aggregates except for ""Mobile Broadband"".","number","2020-10-01","1"
"tr_latency_0","The time taken for the packet to be received after the first hop in the traceroute.","number","2020-10-01","5"
"tr_latency_1","The time taken for the packet to be received after the second hop in the traceroute.","number","2020-10-01","5"
"tr_ip_0","This is the IP address of the first hop of traceroute during a test.","text","2020-10-01","15"
"tr_ip_1","This is the IP address of the second hop of traceroute during a test.","text","2020-10-01","15"
"tr_hops","the number of hops taken on the traceroute from the client to server.","number","2020-10-01","3"
"wifi_bssid","The media access control address (MAC) address of the wifi Chipset running on the wireless access point to which the device is connected.","text","2020-10-01","50"
"supplemental_data","The additional field that is included in the SDK so that the user can configure and collect specific ID and other data to tie into their internal databases for customer case and other purposes. If “NULL” then this field has not been configured.","text","2020-10-01","1000"
